sample_index,actual_label,predicted_label,predicted_class_probability,p_benign,p_malicious,predicted_severity,actual_severity,asset_target,asset_value,risk_score,actual_is_malicious,actual_is_high_severity,fifo_order
5826879,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.7049501420701356,0.01642391143836164,0.9835760885616384,10,10,server_or_network_infrastructure,9,18.687945682671128,True,True,1525806
17913127,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.7334271334314773,0.01667278645462943,0.9833272135453706,10,10,server_or_network_infrastructure,9,18.68321705736204,True,True,3845317
10144491,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.7335738294176579,0.01733184957138745,0.9826681504286126,10,10,server_or_network_infrastructure,9,18.670694858143637,True,True,169506
4309989,DNS_SPOOFING,MITM-ARPSPOOFING,0.6465859866638073,0.017828643247040733,0.9821713567529593,10,7,server_or_network_infrastructure,9,18.661255778306227,True,True,1381973
4235836,DNS_SPOOFING,MITM-ARPSPOOFING,0.8053931823026115,0.018244109183032695,0.9817558908169673,10,7,server_or_network_infrastructure,9,18.65336192552238,True,True,3340802
13888448,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.5175929732688935,0.01936709049193664,0.9806329095080634,10,10,server_or_network_infrastructure,9,18.632025280653203,True,True,3279942
2927298,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.8680762920377381,0.01978267398910345,0.9802173260108965,10,10,server_or_network_infrastructure,9,18.624129194207033,True,True,1337322
3029937,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.6908196192065001,0.0214022049536107,0.9785977950463893,10,10,server_or_network_infrastructure,9,18.593358105881396,True,True,4101269
9741138,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.8327879053633737,0.023015195171491955,0.976984804828508,10,10,server_or_network_infrastructure,9,18.562711291741653,True,True,2726734
11583237,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.7418681254202231,0.023512000374025455,0.9764879996259745,10,10,server_or_network_infrastructure,9,18.553271992893517,True,True,520683
8238986,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.7287607531896517,0.023515272547343837,0.9764847274526561,10,10,server_or_network_infrastructure,9,18.553209821600465,True,True,3255225
12328636,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.7171571226515456,0.024797453298183326,0.9752025467018167,10,10,server_or_network_infrastructure,9,18.528848387334516,True,True,953772
2122401,DNS_SPOOFING,MITM-ARPSPOOFING,0.5939995881785675,0.025864865687187853,0.9741351343128122,10,7,server_or_network_infrastructure,9,18.508567551943433,True,True,3146880
10276689,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.8428620877515249,0.026205864338297035,0.9737941356617029,10,10,server_or_network_infrastructure,9,18.502088577572355,True,True,771682
742804,DNS_SPOOFING,MITM-ARPSPOOFING,0.5574466674640801,0.026529862443108225,0.9734701375568918,10,7,server_or_network_infrastructure,9,18.495932613580944,True,True,1516110
7212768,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.7524065486597808,0.027472207653728025,0.972527792346272,10,10,server_or_network_infrastructure,9,18.478028054579166,True,True,4078596
18658440,DNS_SPOOFING,MITM-ARPSPOOFING,0.6176952974639928,0.029347019048571576,0.9706529809514284,10,7,server_or_network_infrastructure,9,18.442406638077138,True,True,1514980
6706744,RECON-PORTSCAN,MITM-ARPSPOOFING,0.5374491573829367,0.02950259841667728,0.9704974015833228,10,3,server_or_network_infrastructure,9,18.439450630083133,True,False,1792559
5040019,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.8093830250686216,0.02969425721634732,0.9703057427836527,10,10,server_or_network_infrastructure,9,18.4358091128894,True,True,2492805
20970846,VULNERABILITYSCAN,MITM-ARPSPOOFING,0.7248086260167648,0.029935534667294875,0.9700644653327051,10,4,server_or_network_infrastructure,9,18.431224841321395,True,False,1596160
7838611,DNS_SPOOFING,MITM-ARPSPOOFING,0.6932293065332864,0.039509522909967856,0.9604904770900321,10,7,server_or_network_infrastructure,9,18.24931906471061,True,True,720485
15696491,RECON-PORTSCAN,MITM-ARPSPOOFING,0.6988885295775139,0.05050972862794356,0.9494902713720564,10,3,server_or_network_infrastructure,9,18.040315156069074,True,False,2393380
7919703,RECON-PORTSCAN,MITM-ARPSPOOFING,0.6079641930036952,0.050536962255273356,0.9494630377447266,10,3,server_or_network_infrastructure,9,18.039797717149806,True,False,2969167
2858779,BENIGN,MITM-ARPSPOOFING,0.6398506630061404,0.058891432382144504,0.9411085676178554,10,0,server_or_network_infrastructure,9,17.881062784739253,False,False,2837073
7082568,DNS_SPOOFING,MITM-ARPSPOOFING,0.4887541684274269,0.06332205741927166,0.9366779425807283,10,7,server_or_network_infrastructure,9,17.79688090903384,True,True,2935889
5484903,BENIGN,MITM-ARPSPOOFING,0.5389005231608331,0.06511624453274631,0.9348837554672537,10,0,server_or_network_infrastructure,9,17.76279135387782,False,False,658515
4078133,RECON-PORTSCAN,MITM-ARPSPOOFING,0.5036098805393753,0.06641920635547678,0.9335807936445232,10,3,server_or_network_infrastructure,9,17.73803507924594,True,False,1752073
1446534,VULNERABILITYSCAN,MITM-ARPSPOOFING,0.605393139515525,0.0675402145542154,0.9324597854457846,10,4,server_or_network_infrastructure,9,17.716735923469905,True,False,2224623
521003,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.615605286736177,0.06756508296278482,0.9324349170372151,10,10,server_or_network_infrastructure,9,17.716263423707087,True,True,60910
10570094,RECON-PORTSCAN,MITM-ARPSPOOFING,0.6115297849365889,0.06760475029789648,0.9323952497021035,10,3,server_or_network_infrastructure,9,17.71550974433997,True,False,1240506
5330819,DNS_SPOOFING,MITM-ARPSPOOFING,0.6153927375933526,0.07131613393535174,0.9286838660646483,10,7,server_or_network_infrastructure,9,17.644993455228317,True,True,119389
45965,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.615632452115151,0.07340257950632939,0.9265974204936707,10,10,server_or_network_infrastructure,9,17.605350989379744,True,True,2952798
8397086,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.4967927934563151,0.0834185926984508,0.9165814073015492,10,10,server_or_network_infrastructure,9,17.415046738729437,True,True,783616
10006147,RECON-PORTSCAN,MITM-ARPSPOOFING,0.5504831127726499,0.08929943713764026,0.9107005628623598,10,3,server_or_network_infrastructure,9,17.303310694384837,True,False,3295165
13522800,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.46606704268909255,0.09285080744228563,0.9071491925577144,10,10,server_or_network_infrastructure,9,17.235834658596573,True,True,3549036
18913644,RECON-PORTSCAN,MITM-ARPSPOOFING,0.5621945733378446,0.0936454778231873,0.9063545221768127,10,3,server_or_network_infrastructure,9,17.22073592135944,True,False,1738822
19691170,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.38969941810080383,0.09427451911640303,0.905725480883597,10,10,server_or_network_infrastructure,9,17.208784136788342,True,True,4174850
15298387,VULNERABILITYSCAN,MITM-ARPSPOOFING,0.5599010977950631,0.09693562519422275,0.9030643748057773,10,4,server_or_network_infrastructure,9,17.158223121309767,True,False,3034545
7496256,DNS_SPOOFING,MITM-ARPSPOOFING,0.4476595519413042,0.09721263412938602,0.902787365870614,10,7,server_or_network_infrastructure,9,17.152959951541668,True,True,2006512
9761382,VULNERABILITYSCAN,MITM-ARPSPOOFING,0.47076191789393107,0.09841816998723575,0.9015818300127643,10,4,server_or_network_infrastructure,9,17.13005477024252,True,False,3972512
12081985,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.5984759424287427,0.09980183605099877,0.9001981639490012,10,10,server_or_network_infrastructure,9,17.103765115031024,True,True,1617130
3666267,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.4926808952742444,0.10029477886782424,0.8997052211321758,10,10,server_or_network_infrastructure,9,17.09439920151134,True,True,1362770
5543729,DNS_SPOOFING,MITM-ARPSPOOFING,0.4029927108551879,0.10038696176479708,0.8996130382352029,10,7,server_or_network_infrastructure,9,17.092647726468854,True,True,528109
20354903,COMMANDINJECTION,MITM-ARPSPOOFING,0.3250680450548049,0.10477364724674096,0.895226352753259,10,10,server_or_network_infrastructure,9,17.009300702311922,True,True,1687159
4840728,VULNERABILITYSCAN,MITM-ARPSPOOFING,0.5441852679014677,0.10501039471049044,0.8949896052895095,10,4,server_or_network_infrastructure,9,17.00480250050068,True,False,3015806
7434715,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9976651690786417,8.3133193796818e-14,0.9999999999999168,10,10,web_server,7,16.999999999998586,True,True,3789552
19769466,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9976651690786417,8.3133193796818e-14,0.9999999999999168,10,10,web_server,7,16.999999999998586,True,True,2939463
9284544,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9976651690786417,8.3133193796818e-14,0.9999999999999168,10,10,web_server,7,16.999999999998586,True,True,2864807
4389356,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9976651690786417,8.3133193796818e-14,0.9999999999999168,10,10,web_server,7,16.999999999998586,True,True,2070903
13583836,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9976651690786417,8.3133193796818e-14,0.9999999999999168,10,10,web_server,7,16.999999999998586,True,True,26188
10512671,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9976651690786417,8.3133193796818e-14,0.9999999999999168,10,10,web_server,7,16.999999999998586,True,True,3647883
16622061,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9976651690786417,1.0492037197818577e-13,0.9999999999998951,10,10,web_server,7,16.999999999998217,True,True,485726
5007262,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9926651690786417,1.0492037197818577e-13,0.9999999999998951,10,10,web_server,7,16.999999999998217,True,True,2053601
19078474,DNS_SPOOFING,MITM-ARPSPOOFING,0.8044165857594534,1.4979319596774426e-13,0.9999999999998502,10,7,web_server,7,16.999999999997453,True,True,3928200
2345668,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9805056903589244,1.8029290083446115e-13,0.9999999999998197,10,10,web_server,7,16.999999999996934,True,True,3334691
10438685,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9810082865832482,1.8029290083446115e-13,0.9999999999998197,10,10,web_server,7,16.999999999996934,True,True,1237905
2360219,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9910063196299707,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,2340188
15279789,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9764454415917919,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,2134434
8738602,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9910063196299707,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,1261929
19549392,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9950407498457139,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,2584511
18864167,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9864454415917919,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,2896892
13078295,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9810880728826644,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,1596043
3173397,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9976637981718118,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,3814883
18219086,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9076499606434089,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,1516359
20411757,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9976637981718118,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,3547520
2388220,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9860063196299707,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,3076365
266544,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9910063196299707,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,1016309
3823299,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9976637981718118,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,3605526
3571544,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9976637981718118,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,371055
8976233,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9976637981718118,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,2127686
13254799,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9805037234056468,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,3508231
8318952,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9660063196299706,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,1330174
15807908,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9959761257692255,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,3465797
14130861,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9959761257692255,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,1912957
1115445,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9915283427378804,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,3372818
14489978,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9950407498457139,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,3989371
6484560,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9950407498457139,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,996709
2850161,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9950407498457139,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,3440435
16255453,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9859761257692254,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,2142839
14517079,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9805037234056468,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,420237
1607857,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9950407498457139,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,2335647
4576700,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9959761257692255,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,1550711
2594464,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9950407498457139,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,1310139
18904055,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9950407498457139,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,3779239
20741725,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9976637981718118,1.9099361035865986e-13,0.999999999999809,10,10,web_server,7,16.999999999996753,True,True,844164
3927683,DNS_SPOOFING,MITM-ARPSPOOFING,0.775319369483251,8.061413949572716e-13,0.9999999999991939,10,7,web_server,7,16.999999999986297,True,True,2259023
15030096,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.7752793352852863,8.061413949572716e-13,0.9999999999991939,10,10,web_server,7,16.999999999986297,True,True,3768576
6494424,DNS_SPOOFING,MITM-ARPSPOOFING,0.7552793352852862,8.061413949572716e-13,0.9999999999991939,10,7,web_server,7,16.999999999986297,True,True,616045
994946,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.856944008904934,8.298235688007638e-13,0.9999999999991702,10,10,web_server,7,16.999999999985892,True,True,3706836
8175026,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.8709243552323496,1.1376816372657417e-12,0.9999999999988624,10,10,web_server,7,16.99999999998066,True,True,2567055
17368670,DNS_SPOOFING,MITM-ARPSPOOFING,0.7812676100979845,2.078304325511815e-12,0.9999999999979217,10,7,web_server,7,16.99999999996467,True,True,49511
15114444,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.7911310546969981,4.291411843937443e-12,0.9999999999957085,10,10,web_server,7,16.999999999927045,True,True,84535
13118604,DNS_SPOOFING,MITM-ARPSPOOFING,0.8216352854453274,7.082479568099043e-12,0.9999999999929176,10,7,web_server,7,16.9999999998796,True,True,3687330
16292037,DNS_SPOOFING,MITM-ARPSPOOFING,0.8716784147159959,7.082479568099043e-12,0.9999999999929176,10,7,web_server,7,16.9999999998796,True,True,1575413
13672849,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.8216352854453274,7.082479568099043e-12,0.9999999999929176,10,10,web_server,7,16.9999999998796,True,True,4023237
13885068,DNS_SPOOFING,MITM-ARPSPOOFING,0.7904169288653075,7.082479568099043e-12,0.9999999999929176,10,7,web_server,7,16.9999999998796,True,True,438214
12268218,DNS_SPOOFING,MITM-ARPSPOOFING,0.8716784147159959,7.082479568099043e-12,0.9999999999929176,10,7,web_server,7,16.9999999998796,True,True,1354954
3279441,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9779632285465769,8.493732800429754e-11,0.9999999999150627,10,10,web_server,7,16.999999998556067,True,True,1225248
8553975,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.898167729448095,1.0256825250243295e-10,0.9999999998974317,10,10,web_server,7,16.99999999825634,True,True,3505274
15881571,DNS_SPOOFING,MITM-ARPSPOOFING,0.7028844925014317,1.1219243589710715e-10,0.9999999998878075,10,7,web_server,7,16.99999999809273,True,True,2103633
11775996,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9603591910233072,5.81928005782828e-10,0.9999999994180719,10,10,web_server,7,16.999999990107224,True,True,1738196
11761875,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.9750435736951594,5.852286433238874e-10,0.9999999994147714,10,10,web_server,7,16.999999990051112,True,True,905425
6557545,MITM-ARPSPOOFING,MITM-ARPSPOOFING,0.4998379472100681,6.00074727685751e-08,0.9999999399925272,10,10,web_server,7,16.999998979872963,True,True,3299995
4869152,MIRAI-GREETH_FLOOD,MIRAI-GREETH_FLOOD,0.4060307653144766,2.1683193551780278e-07,0.9999997831680645,8,8,server_or_network_infrastructure,9,16.999996313857096,True,True,2071614
